Licensee Name,License Number,Licence Status,Email,Phone,WhatsApp,Skype ID,Domain Names,Full Address,Game Types
Tsg Platforms (Ireland) Limited,MGA/B2B/214/2011,Licensed,info@cybergamingconsultants.com,22775000,22775000,,,"Belfield Office Park Beech Hill Road, Clonskeagh, Dublin 4, Dublin, Ireland D04 V972","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Tumas Gaming Limited,MGA/B2C/103/2000,Licensed,info@tumasgaming.com,21383777,21383777,,Http://Www.Tumasgaming.Com/,"Level 1 Portomaso Business Tower, St Julians, , Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Tv Global Enterprises Ltd,MGA/B2C/300/2008,Licensed,Invalid Email,,,,Http://Eu.Betcris.Com,"61, Msida Court, First Floor, Msida Seafront,, Msida, Msd 9043, Malta",Type 2 Gaming Service
Two Islands Enterprise Limited,MGA/B2C/978/2022,Licensed,licensing@whitehatgaming.com,12630144,12630144,,Https://Www.Christchurchcasino.Com,"85 St John Street, Valletta, Vlt1165, Malta",Type 1 Gaming Service
Ultracell Ltd,MGA/B2B/809/2020,Licensed,Invalid Email,20925100,20925100,,,"Level 2, Progetta House Tower Street,, Swatar, Birkirkara, Bkr 4012, Malta",Type 1 Gaming Service
Uniq Group Limited,MGA/B2C/216/2012,Cancelled,Invalid Email,,,,,"120 The Strand, Gzira, Gzr 1027, Malta",
Uniquent Malta Limited,MGA/B2B/1018/2023,Licensed,alex@barbarabang.com,,,,Https://Barbarabang.Com/,"Level 3 (Suite No. 2998) Tower Business Centre, Tower Street , Swatar, Birkirkara, Bkr 4013, Malta",Type 1 Gaming Service
United Remote Limited,MGA/B2B/283/2014,Licensed,contact@united-remote.com,25594000,25594000,,Https://Www.United-Remote.Com/,"Forth Business Centre, Level 01, Suite 3 Testaferrata Street, Ta Xbiex, Xbx1400, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Universe Entertainment Services Malta Limited,MGA/B2C/249/2013,Licensed,info@universe-malta.com,+441924977774,+441924977774,,"Https://Www.Eupocs.Com/, Https://Www.Europas88.Com/, Http://Www.Casinotropez.Com, Http://Www.Europacasino.Com, Http://Www.Titanbet.Com, Http://Www.Titancasino.Com, Http://Www.Titanpoker.Com","Level 3, Valletta Buildings South Street, Valletta, Vlt1103, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Uptick Entertainment Malta Limited,MGA/B2C/842/2020,Licensed,Invalid Email,7028864240,7028864240,,"Http://Uptick.Games, Https://4Poker.Eu, Http://Uptick.Com","Level G, Office 1/0285 75 Quantum House, Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta",Type 3 Gaming Service
Uwin4U Limited,MGA/B2C/318/2016,Cancelled,info@uwin4u.com,+35621660522,+35621660522,,,"Central Business Centre Level 1Suite 2 Room 1 Mdina Road, Zebbug, Zbg 9015, Malta",Type 2 Gaming Service
Vdsl International (Malta) Ltd,MGA/B2C/530/2018,Surrendered,Invalid Email,,,,,", , ,",
Ventures Lab Malta Limited,MGA/B2C/799/2020,Licensed,info@lilibet.com,99821268,99821268,,Http://Www.Lilibet.Com,"Valletta Buildings Second Floor Suite 7 South Street, Valletta, ., Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Vgw Games Limited,MGA/B2C/188/2010,Licensed,info@vgw.co,21228535,21228535,,,"Trident Park, Notabile Gardens, No6 – Level 3, Central Business District Mdina Road, Zone 2, Birkirkara, Cbd2010, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Videoslots Limited,MGA/CRP/258/2014,Licensed,Invalid Email,,,,,"The Space, Levels 2 & 3, Alfred Craig Street,, Pieta',, Pta 1320,, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Viral Interactive Limited,MGA/B2C/326/2016,Surrendered,legal@viral-interactive.com,408308870,408308870,,,"No 2 Geraldu Farrugia Street, Zebbug, Zbg 4351, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Virtual Digital Services Limited,MGA/B2C/543/2018,Licensed,support@888.com,,,,"Http://888.Com, Http://777.Com, Http://888Casino.Com, Http://888Games.Com, Http://888Poker.Com, Http://888Sport.Com, Http://Casino-On-Net.Com, Http://Eucitycasino.Com, Http://Reefclubcasino.Com","Level G, (Office 1/3241), Quantum House 75, Abate Rigord Street,, Ta' Xbiex, Xbx 1120, Malta","Type 1 Gaming Service, Type 2 Gaming Service, Type 3 Gaming Service"
Virtual Gaming Technologies Limited,MGA/CRP/320/2016,Licensed,info@vgt.com,+34 952896855,+34 952896855,,"Http://Www.Spinmatic.Com, Http://Www.Goldenrace.Com","Tereza Court, Level 1, Suite 1 Triq Hal-Dghejf,, Naxxar, Nxr 1050, Malta",Type 1 Gaming Service
Virtue Gaming Operations Ltd,MGA/B2C/696/2019,Temporary Non Operative,Invalid Email,,,,"Http://Virtue.Poker, Http://Www.Virtuepoker.Com","Level 2, Quantum House 75, Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta",Type 3 Gaming Service
Vittoriosa Consultancy Limited,MGA/B2B/989/2022,Licensed,info@vittoriosaconsultants.com,7917193506,7917193506,,,"Pyktree Business Centre Suite 3, Industry Street, Zone 5, Central Business District, Santa Venera, Cbd 5030, Malta",Type 2 Gaming Service
Watch World Luxury Limited,MGA/B2C/589/2018,Cancelled,Invalid Email,,,,"Http://Oneonhundred.Com, Http://Watchworldluxury.Com","D Hub Level 1 Triq Is-Saliba Ta L-Imriehel, Imriehel, Birkirkara Bkr 3000, Malta",Type 3 Gaming Service
Wazdan Limited,MGA/B2B/206/2011,Licensed,info@wazdan.com,+35621440323,+35621440323,,,"Dragonara Business Centre, Office Number 602 Dragonara Road, St. Julians, Stj 3141, Malta",Type 1 Gaming Service
Westward Entertainment Limited,MGA/B2C/287/2014,Cancelled,Invalid Email,,,,,"The Penthouse Carolina Court Giuseppe Cali Street, Ta Xbiex, , Malta",Type 3 Gaming Service
Wetten.Com Limited,MGA/B2C/337/2016,Surrendered,Invalid Email,,,,,"111/2 St Lucy Street, Valletta, Vlt 1183, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
White Hat Gaming Limited,MGA/B2B/1004/2023,Licensed,licensing@whitehatgaming.com,12630144,12630144,,"Https://Www.Slotsi.Com, Http://Www.Casilime.Com, Https://Www.Ignicasino.Com, Http://Www.Topkasino.Com, Http://Www.Firevegas.Com, Https://Www.Flaksi.Com, Https://Www.Blackjackcity.Com, Http://Www.Vegasloungecasino.Com, Http://Www.Spinyoo.Com, Http://Www.Reloadcasino.Com, Http://Www.Mahti.Com, Https://Www.Lumicasino.Com, Https://Www.Tehokasino.Com, Http://Www.Hellocasino.Com, Http://Mainstagebingo.Com, Http://Www.Diamond7Casino.Com, Http://Www.21Casino.Com, Http://Www.21Prive.Com, Http://Www.Casimba.Com, Http://Www.Devilfish.Com, Http://Www.Gdaycasino.Com, Http://Www.Goldspins.Com, Http://Www.Grandivy.Com, Http://Www.Hugeslots.Com, Http://Www.Miamidice.Com, Http://Www.Playgrandcasino.Com, Http://Www.Reelisland.Com, Http://Www.Slotplanet.Com, Http://Www.Spinland.Com, Http://Www.Spinstation.Com, Http://Www.Casilando.Com, Http://Www.Gate777.Com, Http://Www.Spinrider.Com, Http://Www.Dreamvegas.Com, Http://Www.Jonnyjackpot.Com/, Http://Www.Playzee.Com/, Http://Www.Templenile.Com/, Http://Www.Jackpotvillage.Com, Http://Www.Simppeli.Com, Http://Www.Slotnite.Com, Http://Www.Captainspins.Com, Http://Pelataan.Com, Http://Www.Casigo.Com, Http://Www.Vauhti.Com, Http://Www.Playgrand.Com, Https://Www.Skolcasino.Com, Http://Www.Huikee.Com, Http://Www.Barz.Com","85 St. John Street, Valletta, Vlt 1165, Malta",Type 1 Gaming Service
White Hat Gaming Limited,MGA/B2C/370/2017,Licensed,licensing@whitehatgaming.com,12630144,12630144,,"Http://Www.Barz.Com, Http://Www.Huikee.Com, Https://Www.Skolcasino.Com, Http://Www.Playgrand.Com, Http://Www.Vauhti.Com, Http://Www.Casigo.Com, Http://Pelataan.Com, Http://Www.Captainspins.Com, Http://Www.Slotnite.Com, Http://Www.Simppeli.Com, Http://Www.Jackpotvillage.Com, Http://Www.Templenile.Com/, Http://Www.Playzee.Com/, Http://Www.Jonnyjackpot.Com/, Http://Www.Dreamvegas.Com, Http://Www.Spinrider.Com, Http://Www.Gate777.Com, Http://Www.Casilando.Com, Http://Www.Spinstation.Com, Http://Www.Spinland.Com, Http://Www.Slotplanet.Com, Http://Www.Reelisland.Com, Http://Www.Playgrandcasino.Com, Http://Www.Miamidice.Com, Http://Www.Hugeslots.Com, Http://Www.Grandivy.Com, Http://Www.Casilime.Com, Https://Www.Slotsi.Com, Https://Www.Flaksi.Com, Http://Www.Firevegas.Com, Http://Www.Topkasino.Com, Https://Www.Ignicasino.Com, Http://Www.Goldspins.Com, Http://Www.Gdaycasino.Com, Http://Www.Devilfish.Com, Http://Www.Casimba.Com, Http://Www.21Prive.Com, Http://Www.21Casino.Com, Http://Www.Diamond7Casino.Com, Http://Mainstagebingo.Com, Http://Www.Hellocasino.Com, Https://Www.Tehokasino.Com, Https://Www.Lumicasino.Com, Http://Www.Mahti.Com, Http://Www.Reloadcasino.Com, Http://Www.Spinyoo.Com, Http://Www.Vegasloungecasino.Com, Https://Www.Blackjackcity.Com","85 St. John Street, Valletta, Vlt 1165, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Wicked Tech Malta Ltd,MGA/B2B/541/2018,Licensed,licensing@igagroup.com,99441881,99441881,,,"Sigma Triq L-Imhallef Paolo Debono, Msida, Msd 2032, Malta",Type 1 Gaming Service
Win Gaming Limited,MGA/B2C/357/2016,Surrendered,info@bragg.games,,,,Http://Lottokings.Eu,"Office 1/1322, Level G, Quantum House 75 Abate Rigord Street, Ta' Xbiex, Xbx 1120, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
Winners Malta Operations Limited,MGA/B2C/618/2018,Cancelled,help@winners.net,+1 8182880895,+1 8182880895,,Http://Winners.Bet,"Level 3 (Suite 2079), Tower Business Centre Tower Street, Swatar, Birkirkara, Bkr4013, Malta","Type 2 Gaming Service, Type 1 Gaming Service"
Winunited Limited,MGA/B2C/136/2003,Surrendered,Invalid Email,,,,,"M2, Tigne Place Tigne Street, Sliema, Slm 3171, Malta",
Winzon Group Limited,MGA/B2C/717/2019,Licensed,company@winzon.com,21331810,21331810,,"Https://Jooker.Net, Https://Www.1Clickwin.Com, Https://Www.777Stakes.Com, Https:///Www.Armedbet.Com, Https://Www.Chipsresort.Com, Https://Www.Stakezon.Com, Https://Www.Winhalla.Com, Http://Www.Slototop.Com, Https://Www.Iamsloty.Com, Https://Www.Betrocker.Com, Https://Www.Bet4Joy.Com, Https://Www.77Spins.Com, Https://Www.Lotaplay.Com, Https://Www.Comixcasino.Com, Https://Www.Casinodep.Com, Https://Www.Winzinator.Com, Https://Www.Winown.Com, Https://Www.Og-Casino.Com, Https://Www.Luckyzon.Com, Https://Www.Spinpug.Com, Https://Www.Ngagewin.Com, Https://Www.Winolla.Com, Https://Www.Wintika.Com, Https://Www.Playdingo.Com, Https://Betspalace.Com/, Https://Calvincasino.Com/, Https://Casdep.Com/, Https://Freakyaces.Com/, Https://Grandwild.Com/, Https://Heavychips.Com/, Https://Mywin24.Com/, Https://Paradisewin.Com/, Https://Propawin.Com/, Https://Spinaru.Com/, Https://Vipspel.Com/, Https://Vipstakes.Com/, Https://Winzz.Com/, Https://Supremigo.Com, Https://Supremewin.Com, Https://Procasinoclub.Com, Https://Akimbobet.Com, Https://888Luckychips.Com, Https://89Dragons.Com, Https://1Spinwin.Com, Https://Streambetz.Com, Https://Www.Winzon.Com, Https://Www.Winzon.De","115A Level 5 Valley Road, Birkirkara, Bkr9024, Malta",Type 1 Gaming Service
Wish Me Luck Limited,MGA/B2C/342/2016,Cancelled,support@wishmeluck.com,+35620341611,+35620341611,,,"527 St.Paul'S Street, St.Paul'S Bay, Spb 3418, Malta",Type 3 Gaming Service
World Services Limited,MGA/B2C/122/2006,Cancelled,admin@world-services.eu,+356 99568148,+356 99568148,,,"Flt 8, Amery Court, Triq Amery, Sliema, Slm 1703, Malta","Type 1 Gaming Service, Type 2 Gaming Service"
World-Of-Bets.Eu Europe Limited,MGA/B2C/159/2008,Cancelled,info@wobets.com,+356 79016739,+356 79016739,,,"170, Pater House, Level 1 ( Suite A22 ) Psaila Street, Birkirkara, Bkr 9077, Malta",Type 2 Gaming Service
Xenon Entertainment Limited,MGA/B2C/346/2016,Surrendered,Invalid Email,,,,,"Dslr Notaries, Suite 766 Ftieh Street, Birkirkara Bypass, Birkirkara, Bkr 2940, Malta",Type 1 Gaming Service
Yggdrasil Gaming Limited,MGA/B2B/230/2012,Licensed,info@yggdrasilgaming.com,27139358,27139358,,,"Level 4 Pangea 122 And 123 St George'S Road, Paceville, St Julians, Stj 3204, Malta","Type 1 Gaming Service, Type 3 Gaming Service"
Zero Seven Gaming Limited,MGA/B2C/381/2017,Cancelled,Invalid Email,,,,,"170, Pater House, Level 1 (Suite A184) Psaila Street, Birkirkara, Bkr 9077, Malta",Type 4 Gaming Service
Zetotesystem Limited,MGA/B2C/113/2004,Licensed,webmaster@zeturf.com,+35621331642,+35621331642,,,"Carolina Court, 3Rd Floor, Giuseppe Cali Street,, Ta' Xbiex, Xbx 1425, Malta","Type 2 Gaming Service, Type 3 Gaming Service"
Zetotesystem Limited,MGA/B2B/399/2017,Licensed,webmaster@zeturf.com,+35621331642,+35621331642,,,"Carolina Court, 3Rd Floor, Giuseppe Cali Street,, Ta' Xbiex, Xbx 1425, Malta",Type 3 Gaming Service
Zitro Malta Limited,MGA/CRP/285/2014,Licensed,info@zitrogames.com,968222269,968222269,,,"Northlink Business Centre, Level 2, Burmarrad Road, Naxxar, Nxr 6345, Malta",Type 1 Gaming Service
Zweeler Limited,MGA/B2C/376/2017,Licensed,Invalid Email,,,,,"209 Marina Street, Pieta, Pta9041, Malta",Type 4 Gaming Service
